x,y,ppscore,case,is_valid_score,metric,baseline_score,model_score,model
marital,nr.employed,0.0,regression,True,mean absolute error,54.77754000000009,62.210959251575034,DecisionTreeRegressor()
marital,subscribed,2.1506742006964751e-07,classification,True,weighted F1,0.8338834128245893,0.8338834485508552,DecisionTreeClassifier()
education,age,0.02423271462694976,regression,True,mean absolute error,8.334,8.132044556299,DecisionTreeRegressor()
education,job,0.2566779674475646,classification,True,weighted F1,0.1596,0.3753121638429333,DecisionTreeClassifier()
education,marital,0.0,classification,True,weighted F1,0.4492,0.44455341865194586,DecisionTreeClassifier()
education,education,1.0,predict_itself,True,,0.0,1.0,
education,default,1.4032191920856588e-07,classification,True,weighted F1,0.7042061281337048,0.7042061696400685,DecisionTreeClassifier()
education,housing,0.0,classification,True,weighted F1,0.4854,0.387218435376155,DecisionTreeClassifier()
education,loan,2.0995751663841818e-07,classification,True,weighted F1,0.7506525486764385,0.7506526010288102,DecisionTreeClassifier()
education,contact,0.0,classification,True,weighted F1,0.5252,0.4949000126670921,DecisionTreeClassifier()
education,month,0.0,classification,True,weighted F1,0.1936,0.17100796590412026,DecisionTreeClassifier()
education,day_of_week,0.0,classification,True,weighted F1,0.2008,0.14337793692776885,DecisionTreeClassifier()
education,duration,0.0,regression,True,mean absolute error,155.2018,169.7704265967328,DecisionTreeRegressor()
education,campaign,0.0,regression,True,mean absolute error,1.5188,1.7573120163159683,DecisionTreeRegressor()
education,pdays,0.0,regression,True,mean absolute error,34.3472,66.10831554571017,DecisionTreeRegressor()
education,previous,0.0,regression,True,mean absolute error,0.1646,0.28612973783213735,DecisionTreeRegressor()
education,poutcome,1.9204200000683682e-07,classification,True,weighted F1,0.8086619878035733,0.8086620245485079,DecisionTreeClassifier()
education,emp.var.rate,0.0,regression,True,mean absolute error,1.27854,1.4347059136605342,DecisionTreeRegressor()
education,cons.price.idx,0.015439902852231291,regression,True,mean absolute error,0.5086362000000009,0.5007829064848728,DecisionTreeRegressor()
education,cons.conf.idx,0.0,regression,True,mean absolute error,3.7565400000000007,3.9024505976838433,DecisionTreeRegressor()
education,euribor3m,0.0,regression,True,mean absolute error,1.341607,1.6264273353700802,DecisionTreeRegressor()
education,nr.employed,0.0,regression,True,mean absolute error,54.77754000000009,62.86197590996197,DecisionTreeRegressor()
education,subscribed,2.1506742006964751e-07,classification,True,weighted F1,0.8338834128245893,0.8338834485508552,DecisionTreeClassifier()
default,age,0.011010954888976188,regression,True,mean absolute error,8.334,8.242234701955272,DecisionTreeRegressor()
default,job,0.027196472976977994,classification,True,weighted F1,0.1596,0.1824559158898523,DecisionTreeClassifier()
default,marital,0.0,classification,True,weighted F1,0.4492,0.4446470579658776,DecisionTreeClassifier()
default,education,0.0,classification,True,weighted F1,0.1952,0.16869545823571241,DecisionTreeClassifier()
default,default,1.0,predict_itself,True,,0.0,1.0,
default,housing,0.0,classification,True,weighted F1,0.4854,0.37823879903879903,DecisionTreeClassifier()
default,loan,2.0995751663841818e-07,classification,True,weighted F1,0.7506525486764385,0.7506526010288102,DecisionTreeClassifier()
default,contact,0.0,classification,True,weighted F1,0.5252,0.4949951353586341,DecisionTreeClassifier()
default,month,0.0,classification,True,weighted F1,0.1936,0.17023901167968067,DecisionTreeClassifier()
default,day_of_week,0.0,classification,True,weighted F1,0.2008,0.11854843692017303,DecisionTreeClassifier()
default,duration,0.0,regression,True,mean absolute error,155.2018,169.65194480909213,DecisionTreeRegressor()
default,campaign,0.0,regression,True,mean absolute error,1.5188,1.7533865494842282,DecisionTreeRegressor()
default,pdays,0.0,regression,True,mean absolute error,34.3472,65.94270114526499,DecisionTreeRegressor()
default,previous,0.0,regression,True,mean absolute error,0.1646,0.2825950528224801,DecisionTreeRegressor()
default,poutcome,1.9204200000683682e-07,classification,True,weighted F1,0.8086619878035733,0.8086620245485079,DecisionTreeClassifier()
default,emp.var.rate,0.0,regression,True,mean absolute error,1.27854,1.369944169831666,DecisionTreeRegressor()
default,cons.price.idx,0.031058392966355708,regression,True,mean absolute error,0.5086362000000009,0.49283877702348694,DecisionTreeRegressor()
default,cons.conf.idx,0.0,regression,True,mean absolute error,3.7565400000000007,3.9504654544946916,DecisionTreeRegressor()
default,euribor3m,0.0,regression,True,mean absolute error,1.341607,1.5726430205010677,DecisionTreeRegressor()
default,nr.employed,0.0,regression,True,mean absolute error,54.77754000000009,60.818154541410856,DecisionTreeRegressor()
default,subscribed,2.1506742006964751e-07,classification,True,weighted F1,0.8338834128245893,0.8338834485508552,DecisionTreeClassifier()
housing,age,0.0,regression,True,mean absolute error,8.334,8.466576825606401,DecisionTreeRegressor()
housing,job,0.0,classification,True,weighted F1,0.1596,0.11008323616227458,DecisionTreeClassifier()
housing,marital,0.0,classification,True,weighted F1,0.4492,0.4446470579658776,DecisionTreeClassifier()
housing,education,0.0,classification,True,weighted F1,0.1952,0.13440165494578823,DecisionTreeClassifier()
housing,default,1.4032191920856588e-07,classification,True,weighted F1,0.7042061281337048,0.7042061696400685,DecisionTreeClassifier()
housing,housing,1.0,predict_itself,True,,0.0,1.0,
housing,loan,0.12945300673112176,classification,True,weighted F1,0.7506525486764385,0.7829313259710156,DecisionTreeClassifier()
housing,contact,0.0,classification,True,weighted F1,0.5252,0.49719125183667995,DecisionTreeClassifier()
housing,month,0.0,classification,True,weighted F1,0.1936,0.17023901167968067,DecisionTreeClassifier()
housing,day_of_week,0.0,classification,True,weighted F1,0.2008,0.11161205054321002,DecisionTreeClassifier()
housing,duration,0.0,regression,True,mean absolute error,155.2018,169.6667120006191,DecisionTreeRegressor()
housing,campaign,0.0,regression,True,mean absolute error,1.5188,1.7564947333576744,DecisionTreeRegressor()
